epoch,global_step,step,train/loss_epoch,train/loss_simple_epoch,train/loss_simple_step,train/loss_step,train/loss_vlb_epoch,train/loss_vlb_step
0,0.0,0,,,0.10321611911058426,0.10321611911058426,,0.00042076819227077067
0,1.0,1,,,0.3554728031158447,0.3554728031158447,,0.004390165209770203
0,,1,0.1359163522720337,0.1359163522720337,,,0.0012762108817696571,
